,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
94,2019-07-04,3070040.929658401,2996770.3340569404,3108843.6943493104,3070040.929658401,3070040.929658401,-18532.547824235724,-18532.547824235724,-18532.547824235724,-18532.547824235724,-18532.547824235724,-18532.547824235724,0.0,0.0,0.0,3051508.381834165
95,2019-07-05,3074557.501998902,3005237.063229817,3120282.8064845544,3074557.501998902,3074557.501998902,-15852.147276092903,-15852.147276092903,-15852.147276092903,-15852.147276092903,-15852.147276092903,-15852.147276092903,0.0,0.0,0.0,3058705.354722809
96,2019-07-06,3079074.074339403,3000080.275042116,3120964.6876352686,3079074.074339403,3079074.074339403,-17396.604059061858,-17396.604059061858,-17396.604059061858,-17396.604059061858,-17396.604059061858,-17396.604059061858,0.0,0.0,0.0,3061677.470280341
97,2019-07-07,3083590.646679904,3019738.412466658,3136352.0622544345,3083590.6466799043,3083590.6466799043,-4470.907330234108,-4470.907330234108,-4470.907330234108,-4470.907330234108,-4470.907330234108,-4470.907330234108,0.0,0.0,0.0,3079119.73934967
98,2019-07-08,3088107.219020405,3051359.6091722036,3163964.492726887,3088107.219020405,3088107.219020405,19951.252834292274,19951.252834292274,19951.252834292274,19951.252834292274,19951.252834292274,19951.252834292274,0.0,0.0,0.0,3108058.471854697
99,2019-07-09,3092623.7913609063,3063402.988501601,3175497.4509845674,3092623.7913609063,3092623.7913609063,27454.781720383195,27454.781720383195,27454.781720383195,27454.781720383195,27454.781720383195,27454.781720383195,0.0,0.0,0.0,3120078.5730812894
100,2019-07-10,3097140.3637014073,3050912.6106030676,3161669.740808773,3097140.3637014073,3097140.3637014073,8846.171934922153,8846.171934922153,8846.171934922153,8846.171934922153,8846.171934922153,8846.171934922153,0.0,0.0,0.0,3105986.5356363296
101,2019-07-11,3101656.9360419083,3026975.466648448,3140993.089485173,3101651.002018148,3101657.0002296725,-18532.547824245536,-18532.547824245536,-18532.547824245536,-18532.547824245536,-18532.547824245536,-18532.547824245536,0.0,0.0,0.0,3083124.388217663
102,2019-07-12,3106173.5083824093,3034840.771977761,3149908.9115286847,3106092.057158478,3106227.7547145784,-15852.147276090498,-15852.147276090498,-15852.147276090498,-15852.147276090498,-15852.147276090498,-15852.147276090498,0.0,0.0,0.0,3090321.361106319
103,2019-07-13,3110690.0807229104,3037081.3681621724,3152442.046617386,3110500.5147969713,3110874.9876886928,-17396.604059063236,-17396.604059063236,-17396.604059063236,-17396.604059063236,-17396.604059063236,-17396.604059063236,0.0,0.0,0.0,3093293.476663847
104,2019-07-14,3115206.653063412,3053479.8928942317,3170326.3619731995,3114857.5105721857,3115539.1705441563,-4470.907330205303,-4470.907330205303,-4470.907330205303,-4470.907330205303,-4470.907330205303,-4470.907330205303,0.0,0.0,0.0,3110735.7457332066
105,2019-07-15,3119723.225403913,3084432.338020902,3195227.2628947766,3119146.0730397687,3120225.169037192,19951.252834246578,19951.252834246578,19951.252834246578,19951.252834246578,19951.252834246578,19951.252834246578,0.0,0.0,0.0,3139674.4782381593
